route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url
2348V,HSL,348V,Rinnekoti-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b348V.html
2349,HSL,349,Lepsämänjoki-Hännikäinen-Serena-Kalajärvi-Lahnus-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b349.html
2349B,HSL,349B,Lepsämänjoki-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b349B.html
2349BK,HSL,349BK,Lepsämänjoki-Hännikäinen-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b349BK.html
2435,HSL,435,Elielinaukio-Koskelo,,701,http://aikataulut.hsl.fi/linjat/fi/b435.html
2436,HSL,436,Elielinaukio-Martinlaakso-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b436.html
2436K,HSL,436K,Elielinaukio-Martinlaakso-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b436K.html
2436N,HSL,436N,Elielinaukio-Myyrmäki-Pähkinärinne-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b436N.html
2502,HSL,502,Merihaka-Meilahti-Munkkiniemi-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b502.html
2533,HSL,533,Vanhakartano-Matinkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b533.html
2543,HSL,543,Leppävaara-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b543.html
2550,HSL,550,Itäkeskus-Westendinasema,,702,http://aikataulut.hsl.fi/linjat/fi/b550.html
2551,HSL,551,Pasila-Meilahti-Westendinasema,,701,http://aikataulut.hsl.fi/linjat/fi/b551.html
2552,HSL,552,Malmi-Maunula-Munkkiniemi-Otaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b552.html
2553,HSL,553,Hakunila-Malmi-Maunula-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b553.html
2553K,HSL,553K,Hakunila-Malmi-Maunula-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b553K.html
2582,HSL,582,Espoon keskus-Juvanmalmi-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b582.html
2582B,HSL,582B,Espoon keskus-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b582B.html
2582K,HSL,582K,Espoon keskus-Koskelo-Juvanmalmi-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b582K.html
2582KB,HSL,582KB,Espoon keskus-Koskelo-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b582KB.html
3001D,HSL,D,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001I,HSL,I,Helsinki-Helsinki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001K,HSL,K,Helsinki-Kerava,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001N,HSL,N,Helsinki-Kerava,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001R,HSL,R,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001T,HSL,T,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001Z,HSL,Z,Helsinki-Lahti,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002A,HSL,A,Helsinki-Leppävaara,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002E,HSL,E,Helsinki-Kauklahti,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002L,HSL,L,Helsinki-Kirkkonummi,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002P,HSL,P,Helsinki-Helsinki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002U,HSL,U,Helsinki-Kirkkonummi,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002X,HSL,X,Helsinki-Kirkkonummi,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002Y,HSL,Y,Helsinki-Siuntio,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
31M1,HSL,M1,Ruoholahti - Vuosaari,,1,http://aikataulut.hsl.fi/linjat/fi/bM1.html
31M1B,HSL,M1B,Itäkeskus - Vuosaari,,1,http://aikataulut.hsl.fi/linjat/fi/bM1B.html
31M2,HSL,M2,Ruoholahti - Mellunmäki,,1,http://aikataulut.hsl.fi/linjat/fi/bM2.html
31M2B,HSL,M2B,Itäkeskus - Mellunmäki,,1,http://aikataulut.hsl.fi/linjat/fi/bM2B.html
31M2K,HSL,M2K,Kamppi - Mellunmäki,,1,http://aikataulut.hsl.fi/linjat/fi/bM2K.html
4311,HSL,311,Myyrmäki-Hämeenkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b311.html
4311A,HSL,311A,Tikkurila-Myyrmäki-Hämeenkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b311A.html
4313,HSL,313,Kaivoksela-Myyrmäki-Hämeenkylä,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_313_web.pdf
4322,HSL,322,Elielinaukio-Vantaankoski,,701,http://aikataulut.hsl.fi/linjat/fi/b322.html
4332,HSL,332,Elielinaukio-Varisto-Askisto,,701,http://aikataulut.hsl.fi/linjat/fi/b332.html
4335,HSL,335,Linnainen-Vapaala-Myyrmäki-Louhela-Martinlaakso-Askisto,,701,http://aikataulut.hsl.fi/linjat/fi/b335.html
4335B,HSL,335B,Myyrmäki-Martinlaakso-Askisto,,701,http://aikataulut.hsl.fi/linjat/fi/b335B.html
4411,HSL,411,Elielinaukio-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b411.html
4412,HSL,412,Kaivoksela-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b412.html
4413,HSL,413,Martinlaakso-Myyrmäki,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_413_web.pdf
4415,HSL,415,Elielinaukio-Ylästö-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b415.html
4415N,HSL,415N,Elielinaukio-Myyrmäki-Ylästö-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b415N.html
4421,HSL,421,Elielinaukio-Martinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b421.html
4431,HSL,431,Elielinaukio-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b431.html
4431N,HSL,431N,Elielinaukio-Myyrmäki-Kannisto-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b431N.html
4432,HSL,432,Martinlaakso-Petas-Kivistö-Kirkka,,701,http://aikataulut.hsl.fi/linjat/fi/b432.html
4433,HSL,433,Martinlaakso-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b433.html
4433K,HSL,433K,Martinlaakso-Petas-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b433K.html
4434,HSL,434,Kivistö-Keimola,,701,http://aikataulut.hsl.fi/linjat/fi/b434.html
4443,HSL,443,Kivistö-Vestra,,701,http://aikataulut.hsl.fi/linjat/fi/b443.html
4443K,HSL,443K,Kivistö-Luhtaanmäki-Vestra,,701,http://aikataulut.hsl.fi/linjat/fi/b443K.html
4444,HSL,444,Kivistö-Katriinan sairaala-Tapola-Riipilä,,701,http://aikataulut.hsl.fi/linjat/fi/b444.html
4444T,HSL,444T,Kivistö-Katriinan sairaala-Tapola-Pirttiranta-Riipilä,,701,http://aikataulut.hsl.fi/linjat/fi/b444T.html
4445,HSL,445,Kivistö-Katriinan sairaala-Reuna,,701,http://aikataulut.hsl.fi/linjat/fi/b445.html
4445T,HSL,445T,Kivistö-Katriinan sairaala-Tapola-Reuna,,701,http://aikataulut.hsl.fi/linjat/fi/b445T.html
4446,HSL,446,Kivistö-Koivupää-Katriinan sairaala-Kesäkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b446.html
4447,HSL,447,Kivistö-Viinikanmetsä-Kesäkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b447.html
4518,HSL,518,Ilmala-Pasila-Kuninkaanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b518.html
4555,HSL,555,Lauttasaari (M)-Martinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b555.html
4555B,HSL,555B,Leppävaara-Hämevaara-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b555B.html
4560,HSL,560,Rastila (M)-Vuosaari (M)-Kontula (M)-Malmi-Myyrmäki,,702,http://aikataulut.hsl.fi/linjat/fi/b560.html
4561,HSL,561,Itäkeskus (M) - Malmi - Aviapolis - Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b561.html
4562,HSL,562,Mellunmäki - Tikkurila - Aviapolis,,701,http://aikataulut.hsl.fi/linjat/fi/v562.html
4562N,HSL,562N,Mellunmäki - Tikkurila - Aviapolis - Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/v562.html
4571,HSL,571,Tikkurila-Myyrmäki-Varisto,,701,http://aikataulut.hsl.fi/linjat/fi/b571.html
4572,HSL,572,Mellunmäki-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b572.html
4572K,HSL,572K,Mellunmäki-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b572K.html
4573,HSL,573,Aviapolis-Ylästö-Vantaankoski,,701,http://aikataulut.hsl.fi/linjat/fi/b573.html
4574,HSL,574,Peijas-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b574.html
4575,HSL,575,Tikkurila-Martinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b575.html
4576,HSL,576,Tikkurila-Seutula-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b576.html
4587,HSL,587,Mellunmäki-Leppäkorpi,,701,http://aikataulut.hsl.fi/linjat/fi/b587.html
4588,HSL,588,Länsisalmi-Sotungin koulu,,701,http://aikataulut.hsl.fi/linjat/fi/b588.html
4588B,HSL,588B,Länsisalmi-Sotungin koulu,,701,http://aikataulut.hsl.fi/linjat/fi/b588B.html
4611,HSL,611,Rautatientori-Siltamäki-Suutarila-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b611.html
4611B,HSL,611B,Rautatientori-Siltamäki-Suutarila,,701,http://aikataulut.hsl.fi/linjat/fi/b611B.html
4614,HSL,614,Rautatientori-Ylästö,,701,http://aikataulut.hsl.fi/linjat/fi/b614.html
4615,HSL,615,Rautatientori-Kartanonkoski-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b615.html
4616,HSL,616,Hakaniemi-Tammisto-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b616.html
4617,HSL,617,Hakaniemi-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b617.html
4618,HSL,618,Tikkurila-Simonkylä-Leinelä-Peijas,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_618_web.pdf
4619,HSL,619,Tikkurila-Hiekkaharju-Simonsilta,,701,http://aikataulut.hsl.fi/linjat/fi/b619.html
4621,HSL,621,Hakaniemi-Aviapolis-Kylmäoja,,701,http://aikataulut.hsl.fi/linjat/fi/b621.html
4622,HSL,622,Hakaniemi-Kylmäoja,,701,http://aikataulut.hsl.fi/linjat/fi/b622.html
4623,HSL,623,Hakaniemi-Peijas,,701,http://aikataulut.hsl.fi/linjat/fi/b623.html
4623B,HSL,623B,Hakaniemi-Leinelä,,701,http://aikataulut.hsl.fi/linjat/fi/b623B.html
4624,HSL,624,Tikkurila-Ilola-Leinelä-Koivukylä-Havukoski-Päiväkumpu,,701,http://aikataulut.hsl.fi/linjat/fi/b624.html
4624N,HSL,624N,Tikkurila-Ruskeasanta-Ilola-Leinelä,,701,http://aikataulut.hsl.fi/linjat/fi/b624N.html
4625,HSL,625,Leinelä-Koivukylä-Peijas-Rekolanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b625.html
4631,HSL,631,Tikkurila-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b631.html
4711,HSL,711,Kuninkaanmäki-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b711.html
